"","SamplesName","SubjectName","nCount_RNA","nFeature_RNA","priCluster","Age_in_Weeks","Area","Period","protocal","dataset","Age","Sex","cluster1","Age_in_days","cluster","WGCNAcluster","RegionName","Laminae","cellType","cellType_sub","deconv_clust"
"774","S85.C7","Sample32",896535.435242213,1512,"nIN1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN1","Cortex","All","InN","InN5","Neuro"
"775","S85.D8","Sample32",893459.188750408,2005,"IN-CTX-MGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"776","S85.E8","Sample32",890881.89281495,1425,"IN-CTX-MGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"777","S85.D9","Sample32",910406.324805478,1909,"nEN-late",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nEN-late","Cortex","All","InN","InN5","Neuro"
"778","S85.B10","Sample32",909588.640576523,1767,"IN-CTX-MGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"779","S85.D11","Sample32",885501.595142496,2032,"IN-CTX-MGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"780","S85.G11","Sample32",847945.399622803,1652,"IN-CTX-MGE1",17.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"781","S87.C1","Sample32",865592.163828396,1048,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"782","S87.E1","Sample32",864072.400580322,1376,"MGE-IPC2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","MGE-IPC2","GE","All","InN","InN5","Neuro"
"783","S87.C3","Sample32",836141.825404433,1092,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"784","S87.D3","Sample32",864306.398835503,1072,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"785","S87.G3","Sample32",851679.035354614,1471,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-STR","GE","All","InN","InN5","Neuro"
"786","S87.H3","Sample32",876269.130045343,1285,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-STR","GE","All","InN","InN5","Neuro"
"787","S87.C4","Sample32",879506.800194442,1057,"nIN1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN1","GE","All","InN","InN5","Neuro"
"788","S87.E4","Sample32",850248.93140751,1210,"nIN1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN1","GE","All","InN","InN5","Neuro"
"789","S87.F4","Sample32",841995.638109733,1230,"nIN1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN1","GE","All","InN","InN5","Neuro"
"790","S87.C5","Sample32",898496.746218311,1255,"IN-CTX-MGE1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE1","GE","All","InN","InN5","Neuro"
"791","S87.A6","Sample32",853270.837038753,1089,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"792","S87.H6","Sample32",865248.047603135,1063,"nIN1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN1","GE","All","InN","InN5","Neuro"
"793","S87.B7","Sample32",895485.086443293,1719,"IN-STR",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-STR","GE","All","InN","InN5","Neuro"
"794","S87.C9","Sample32",850262.600042301,1034,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"795","S87.C11","Sample32",890489.204791252,1166,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"796","S87.F11","Sample32",873551.390775193,1346,"nIN1",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN1","GE","All","InN","InN5","Neuro"
"797","S87.A12","Sample32",864873.103550524,1212,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"798","S87.C12","Sample32",869178.792534603,1294,"IN-CTX-MGE2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","IN-CTX-MGE2","GE","All","InN","InN5","Neuro"
"799","S87.G12","Sample32",846533.058004567,1146,"nIN2",17.5,"MGE","P5","Fluidigm C1","h1",NA,"Male","InN5",122.5,"InN","nIN2","GE","All","InN","InN5","Neuro"
"800","S88.C3","Sample30",892247.404350215,2425,"IN-CTX-MGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE2","Cortex","All","InN","InN5","Neuro"
"801","S88.C5","Sample30",891099.400033247,2762,"EN-V1-2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","EN-V1-2","Cortex","All","InN","InN5","Neuro"
"802","S88.H5","Sample30",902305.602606554,3156,"EN-PFC2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","EN-PFC2","Cortex","All","InN","InN5","Neuro"
"803","S88.H6","Sample30",877937.845572399,1103,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN2","GE","All","InN","InN5","Neuro"
"804","S88.A7","Sample30",873785.776433802,1561,"IN-CTX-CGE1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-CGE1","GE","All","InN","InN5","Neuro"
"805","S88.F7","Sample30",864912.531274976,1546,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN3","GE","All","InN","InN5","Neuro"
"806","S88.H7","Sample30",910694.969307899,1190,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN2","GE","All","InN","InN5","Neuro"
"807","S88.F8","Sample30",865762.605558159,1614,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN3","GE","All","InN","InN5","Neuro"
"808","S88.E9","Sample30",900608.234556424,1573,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN3","GE","All","InN","InN5","Neuro"
"809","S88.F9","Sample30",903123.976638931,1561,"nIN3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN3","GE","All","InN","InN5","Neuro"
"810","S88.G9","Sample30",910051.840805248,1200,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN2","GE","All","InN","InN5","Neuro"
"811","S88.A10","Sample30",906484.01073643,1243,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN2","GE","All","InN","InN5","Neuro"
"812","S88.B10","Sample30",857040.461360828,1601,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN1","GE","All","InN","InN5","Neuro"
"813","S88.E10","Sample30",844332.867092679,1562,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN1","GE","All","InN","InN5","Neuro"
"814","S88.A11","Sample30",887910.973459171,1406,"nIN4",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN4","GE","All","InN","InN5","Neuro"
"815","S88.B11","Sample30",867763.655961398,1469,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN1","GE","All","InN","InN5","Neuro"
"816","S88.H11","Sample30",905157.502718967,1675,"IN-CTX-CGE1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-CGE1","GE","All","InN","InN5","Neuro"
"817","S88.F12","Sample30",870754.976424833,1394,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN1","GE","All","InN","InN5","Neuro"
"818","S89.A1","Sample30",859271.582841082,1613,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN1","GE","All","InN","InN5","Neuro"
"819","S89.B1","Sample30",884970.475477511,1609,"nIN1",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN1","GE","All","InN","InN5","Neuro"
"820","S89.C1","Sample30",886028.769784467,1418,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nIN2","GE","All","InN","InN5","Neuro"
"821","S92.C7","Sample34",882016.572895503,1432,"",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",115.5,"InN","","Cortex","All","InN","InN5","Neuro"
"822","S92.C8","Sample34",839112.803979103,1028,"IN-CTX-CGE1",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",115.5,"InN","IN-CTX-CGE1","Cortex","All","InN","InN5","Neuro"
"823","S92.C9","Sample34",856382.480098994,1053,"IN-CTX-MGE2",16.5,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",115.5,"InN","IN-CTX-MGE2","Cortex","All","InN","InN5","Neuro"
"824","S95.A2","Sample37",882601.076996094,1879,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"825","S95.F3","Sample37",885211.789912633,1529,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"826","S95.E5","Sample37",885903.206838839,1850,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"827","S95.H7","Sample37",896609.508185554,1572,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"828","S95.B9","Sample37",890272.408269515,1970,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE1","Cortex","All","InN","InN5","Neuro"
"829","S95.F10","Sample37",881043.89010466,2078,"IN-CTX-MGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE2","Cortex","All","InN","InN5","Neuro"
"830","S95.H10","Sample37",904114.46272865,1608,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","nEN-early2","Cortex","All","InN","InN5","Neuro"
"831","S95.A11","Sample37",906203.015089912,1781,"IN-CTX-MGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE2","Cortex","All","InN","InN5","Neuro"
"832","S95.E11","Sample37",906796.943879963,1741,"IN-CTX-MGE2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN5",91,"InN","IN-CTX-MGE2","Cortex","All","InN","InN5","Neuro"
"833","S103.C1","Sample39",914268.331512061,1419,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"834","S103.B2","Sample39",882774.380969127,1934,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"835","S103.F2","Sample39",894258.051833182,2232,"nEN-early2",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","nEN-early2","Cortex","GZ","InN","InN5","Neuro"
"836","S103.C3","Sample39",907534.180674415,3555,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN5","Neuro"
"837","S103.C4","Sample39",906126.40045784,1257,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"838","S103.C6","Sample39",900700.733571841,1335,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"839","S103.E6","Sample39",917978.216985402,1392,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"840","S103.H7","Sample39",880299.110405098,2406,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"841","S103.F8","Sample39",905445.694997362,1622,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"842","S103.A10","Sample39",888193.893715987,1944,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"843","S103.C10","Sample39",871080.754916224,1663,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"844","S103.D10","Sample39",864811.536215477,1644,"IN-CTX-CGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-CGE1","Cortex","GZ","InN","InN5","Neuro"
"845","S103.G10","Sample39",889335.820529027,1678,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"846","S103.B12","Sample39",906418.026689038,1375,"IN-CTX-MGE1",17,"PFC","P5","Fluidigm C1","h1",NA,"Male","InN5",119,"InN","IN-CTX-MGE1","Cortex","GZ","InN","InN5","Neuro"
"847","S113.G2","Sample40",898128.241310515,1795,"IN-CTX-MGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN5",150.5,"InN","IN-CTX-MGE2","Cortex","CP","InN","InN5","Neuro"
"848","S113.A6","Sample40",943284.853742803,1069,"IN-CTX-MGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN5",150.5,"InN","IN-CTX-MGE2","Cortex","CP","InN","InN5","Neuro"
"849","S113.C6","Sample40",901159.606721023,1249,"IN-CTX-MGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN5",150.5,"InN","IN-CTX-MGE2","Cortex","CP","InN","InN5","Neuro"
"850","S113.A7","Sample40",915171.283612755,1163,"IN-CTX-MGE2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN5",150.5,"InN","IN-CTX-MGE2","Cortex","CP","InN","InN5","Neuro"
"851","S113.A12","Sample40",901485.585946109,1646,"IN-CTX-MGE1",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","InN5",150.5,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"852","S116.B1","Sample41",910072.053964896,1827,"EN-PFC2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","EN-PFC2","Cortex","CP","InN","InN5","Neuro"
"853","S116.C1","Sample41",908058.940114862,1704,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"854","S116.D1","Sample41",896670.100473731,2448,"EN-V1-2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","EN-V1-2","Cortex","CP","InN","InN5","Neuro"
"855","S116.A2","Sample41",903903.956089507,1785,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"856","S116.F2","Sample41",933608.937666631,1621,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"857","S116.D3","Sample41",889683.70173631,1885,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"858","S116.G6","Sample41",895039.369064683,1408,"IN-CTX-MGE2",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE2","Cortex","CP","InN","InN5","Neuro"
"859","S116.H6","Sample41",929161.413423429,1807,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"860","S116.B7","Sample41",894653.681997267,1876,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"861","S116.B8","Sample41",916596.005551728,1654,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"862","S116.H11","Sample41",847324.369689675,1422,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"863","S116.G12","Sample41",890884.814053699,1331,"IN-CTX-MGE1",22,"PFC","P6","Fluidigm C1","h1",NA,"Male","InN5",154,"InN","IN-CTX-MGE1","Cortex","CP","InN","InN5","Neuro"
"864","O9.F2","Sample5",890040.75119213,2026,"IN-CTX-MGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN6",102.9,"InN","IN-CTX-MGE1","Cortex","VZ","InN","InN6","Neuro"
"865","S25.E5","Sample14",872366.288722774,1847,"nIN1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","InN6",93.1,"InN","nIN1","GE","0","InN","InN6","Neuro"
"866","S80.H7","Sample29",895203.051813822,1318,"nIN1",11.5,"MGE","P3","Fluidigm C1","h1",NA,"Female","InN6",80.5,"InN","nIN1","GE","All","InN","InN6","Neuro"
"867","S26.G3","Sample15",927687.201052108,1552,"IN-CTX-MGE1",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","InN7_8",121.1,"InN","IN-CTX-MGE1","Cortex","All","InN","InN7_8","Neuro"
"868","S52.B3","Sample12",888848.314363213,1237,"IN-CTX-MGE1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","InN7_8",91,"InN","IN-CTX-MGE1","Cortex","SVZ","InN","InN7_8","Neuro"
"869","O13.E9","Sample6",922392.494789823,2005,"MGE-RG2",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Astro1",112,"Astro","MGE-RG2","GE","0","Astro","Astro1","Astro"
"870","S25.G9","Sample14",885215.200154045,3215,"MGE-div",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Astro1",93.1,"Astro","MGE-div","GE","0","Astro","Astro1","Astro"
"871","S28.E6","Sample16",885293.295268084,1393,"Astrocyte",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro1",99.4,"Astro","Astrocyte","Cortex","GZ","Astro","Astro1","Astro"
"872","S31.G5","Sample17",892477.52628962,2818,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro1",224,"Astro","Astrocyte","Cortex","All","Astro","Astro1","Astro"
"873","S31.G9","Sample17",917110.991201021,3665,"RG-div1",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro1",224,"Astro","RG-div1","Cortex","All","Astro","Astro1","Astro"
"874","S31.G10","Sample17",920122.441267291,2646,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro1",224,"Astro","Astrocyte","Cortex","All","Astro","Astro1","Astro"
"875","S32.E4","Sample17",883817.930724909,3071,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro1",224,"Astro","Astrocyte","Cortex","All","Astro","Astro1","Astro"
"876","S32.E6","Sample17",918946.268634497,2516,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro1",224,"Astro","Astrocyte","Cortex","All","Astro","Astro1","Astro"
"877","S32.C11","Sample17",855024.411805083,2033,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro1",224,"Astro","Astrocyte","Cortex","All","Astro","Astro1","Astro"
"878","S45.E3","Sample23",895028.737298046,1975,"Astrocyte",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Astro1",150.5,"Astro","Astrocyte","Cortex","CP","Astro","Astro1","Astro"
"879","S45.C10","Sample23",882242.783010425,2908,"Astrocyte",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Astro1",150.5,"Astro","Astrocyte","Cortex","CP","Astro","Astro1","Astro"
"880","S113.E7","Sample40",875911.850960311,3268,"EN-V1-2",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Astro1",150.5,"Astro","EN-V1-2","Cortex","CP","Astro","Astro1","Astro"
"881","O9.E2","Sample5",922529.305740901,3359,"oRG",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",102.9,"Astro","oRG","Cortex","VZ","Astro","Astro4","Astro"
"882","O10.D3","Sample5",925671.026573586,2578,"vRG",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",102.9,"Astro","vRG","Cortex","SVZ","Astro","Astro4","Astro"
"883","O10.F6","Sample5",906549.104147356,3633,"tRG",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",102.9,"Astro","tRG","Cortex","SVZ","Astro","Astro4","Astro"
"884","O12.F2","Sample7",915717.381015862,3341,"oRG",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",98,"Astro","oRG","Cortex","SVZ","Astro","Astro4","Astro"
"885","O12.A3","Sample7",928816.557287934,4158,"oRG",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",98,"Astro","oRG","Cortex","SVZ","Astro","Astro4","Astro"
"886","S1.B3","Sample9",890798.304058083,4028,"RG-div2",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","Astro4",77,"Astro","RG-div2","GE","0","Astro","Astro4","Astro"
"887","S16.A4","Sample12",919309.574919441,3223,"oRG",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",91,"Astro","oRG","Cortex","VZ","Astro","Astro4","Astro"
"888","S16.E5","Sample12",921521.053227285,3170,"tRG",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",91,"Astro","tRG","Cortex","VZ","Astro","Astro4","Astro"
"889","S16.C6","Sample12",932111.639812236,3104,"tRG",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Astro4",91,"Astro","tRG","Cortex","VZ","Astro","Astro4","Astro"
"890","S17.G10","Sample11",897528.715324697,3011,"oRG",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","Astro4",133,"Astro","oRG","GE","0","Astro","Astro4","Astro"
"891","S21.G2","Sample13",912597.123857264,2691,"oRG",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro4",99.4,"Astro","oRG","Cortex","All","Astro","Astro4","Astro"
"892","S21.E3","Sample13",899947.023408198,2872,"vRG",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro4",99.4,"Astro","vRG","Cortex","All","Astro","Astro4","Astro"
"893","S24.A10","Sample14",913408.912512501,3656,"oRG",13.3,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro4",93.1,"Astro","oRG","Cortex","All","Astro","Astro4","Astro"
"894","S25.H11","Sample14",899926.770612305,2649,"MGE-RG1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Astro4",93.1,"Astro","MGE-RG1","GE","0","Astro","Astro4","Astro"
"895","S26.C4","Sample15",890374.512510794,4259,"oRG",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Astro4",121.1,"Astro","oRG","Cortex","All","Astro","Astro4","Astro"
"896","S28.A1","Sample15",874401.678633504,2101,"MGE-RG1",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Astro4",121.1,"Astro","MGE-RG1","GE","0","Astro","Astro4","Astro"
"897","S28.G1","Sample16",893936.359331902,3883,"oRG",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro4",99.4,"Astro","oRG","Cortex","GZ","Astro","Astro4","Astro"
"898","S28.B2","Sample16",894635.39058517,2163,"vRG",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro4",99.4,"Astro","vRG","Cortex","GZ","Astro","Astro4","Astro"
"899","S28.D4","Sample16",906978.242847635,5367,"oRG",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Astro4",99.4,"Astro","oRG","Cortex","GZ","Astro","Astro4","Astro"
"900","S31.B6","Sample17",819106.791191843,1444,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"901","S31.G12","Sample17",892176.509121962,3030,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"902","S32.H2","Sample17",886789.523104136,3899,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"903","S32.D3","Sample17",891545.856052242,1058,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"904","S32.H6","Sample17",859446.642632943,3188,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"905","S32.E7","Sample17",907101.632408115,3710,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"906","S32.B8","Sample17",881529.613684257,2890,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"907","S32.H9","Sample17",895886.223240924,3187,"Astrocyte",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","Astrocyte","Cortex","All","Astro","Astro4","Astro"
"908","S32.F12","Sample17",895486.952301336,2401,"OPC",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Astro4",224,"Astro","OPC","Cortex","All","Astro","Astro4","Astro"
